category,algorithm,language,run,status,time_s,energy_j,dynamic_energy_j,power_w,idle_power_w,domain,energy_path,exit_code
string_and_text_processing,palindrome_detection,cpp,8,OK,0.074252831,1.79626,1.338164584,24.191132,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,palindrome_detection,cpp,9,OK,0.073452198,1.766048,1.31289201,24.043501,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,palindrome_detection,cpp,10,OK,0.074471286,1.79095,1.331506848,24.048866,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,1,OK,0.002049276,0.212341,0.199698197,103.61757,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,2,OK,0.00230099,0.188293,0.174097272,81.831299,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,3,OK,0.001927052,0.192688,0.180799245,99.991074,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,4,OK,0.002207086,0.193787,0.180170604,87.802197,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,5,OK,0.002078945,0.216247,0.203421157,104.017663,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,6,OK,0.002011229,0.177795,0.165386924,88.401172,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,7,OK,0.002191058,0.216674,0.203156487,98.890125,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,8,OK,0.002540558,0.175354,0.159680281,69.021845,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,9,OK,0.00204372,0.190002,0.177393474,92.968704,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,c,10,OK,0.002211418,0.196166,0.182522878,88.70598,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,1,OK,0.002504381,0.240295,0.224844472,95.949857,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,2,OK,0.002268673,0.184265,0.170268649,81.221489,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,3,OK,0.002409683,0.214172,0.199305702,88.879741,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,4,OK,0.002421772,0.201477,0.18653612,83.194041,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,5,OK,0.002214633,0.195617,0.181954043,88.329308,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,6,OK,0.002244525,0.187195,0.173347627,83.40072,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,7,OK,0.002320603,0.246826,0.232509272,106.362872,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,8,OK,0.002927817,0.225646,0.207583126,77.069708,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,9,OK,0.002409926,0.201782,0.186914203,83.729542,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,go,10,OK,0.002949808,0.227478,0.209279455,77.116206,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,1,OK,0.002997037,0.229857,0.21136708,76.694749,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,2,OK,0.002258794,0.199462,0.185526596,88.304644,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,3,OK,0.002127698,0.195068,0.18194138,91.680304,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,4,OK,0.002524996,0.216064,0.20048629,85.570037,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,5,OK,0.002126514,0.194762,0.181642685,91.587453,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,6,OK,0.00212525,0.195679,0.182567483,92.073403,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,7,OK,0.00206983,0.189636,0.176866391,91.619118,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,8,OK,0.002111929,0.196533,0.183503665,93.058526,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,9,OK,0.002136972,0.185241,0.172057165,86.683869,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,rust,10,OK,0.0021116,0.192688,0.179660695,91.252131,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,1,OK,0.002629526,0.234435,0.218212402,89.154851,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,2,OK,0.00261372,0.198791,0.182665916,76.056731,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,3,OK,0.002639191,0.184936,0.168653775,70.072988,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,4,OK,0.002650216,0.200195,0.183844757,75.539126,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,5,OK,0.002544631,0.196106,0.180407154,77.066577,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,6,OK,0.002493516,0.220581,0.205197502,88.461835,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,7,OK,0.002521125,0.212768,0.197214171,84.39407,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,8,OK,0.002540734,0.214721,0.199046196,84.511405,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,9,OK,0.002398408,0.193298,0.178501262,80.594294,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,command_line_argument_parser,cpp,10,OK,0.002783394,0.224243,0.207071129,80.564591,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,longest_common_subsequence,c,1,OK,0.006215084,0.291381,0.253037661,46.882874,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,longest_common_subsequence,c,2,OK,0.006332885,0.272094,0.233023899,42.965252,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,longest_common_subsequence,c,3,OK,0.006255866,0.290038,0.25144306,46.362566,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
string_and_text_processing,longest_common_subsequence,c,4,OK,0.006321993,0.27954,0.240537096,44.217069,6.1694,package-0,/sys/class/powercap/intel-rapl:0/energy_uj,0
