category,algorithm,language,time_s,energy_j,power_w,std_time_s,std_energy_j,std_power_w,n_runs,sem_time_s,sem_energy_j,sem_power_w,cv_time_pct,cv_energy_pct,platform,edp,aei,n_energy,n_time,n_edp,ges,rank_in_category,rank_in_algorithm,rank_in_cat_algo
floating_point,gaussian_elimination,c,0.0062658345,0.4790187999999999,76.6923446,0.0003151168719564,0.0983860190991473,16.8251839135467,10,9.964870445299886e-05,0.0311123910270133,5.32059032180331,5.029128553530094,20.539072599895317,amd,0.0030014525231885996,333.1720199717328,0.019922976766416276,0.0011352485669953946,6.304651503303111e-05,0.010529112666705835,29.0,10.0,10.0
floating_point,gaussian_elimination,cpp,0.0064660236,0.5341994,82.8938483,0.0005335947495623,0.0894157276411705,14.55435472346969,10,0.0001687374756124,0.0282757357987374,4.6024910800194325,8.252285833944883,16.7382680776449,amd,0.00345414592750584,289.50716645665204,0.022245156956355924,0.0011887750118842872,7.259227456586669e-05,0.011716965984120106,33.0,12.0,12.0
floating_point,gaussian_elimination,go,0.0077113141,0.5589434,72.67584339999999,0.0009580621320457,0.092901544328989,10.105729144397236,10,0.0003029658477221,0.0293780478226704,3.195712151303989,12.424109816065954,16.620921604761595,amd,0.00431018812152194,232.00843485385903,0.023286465434695532,0.0015217400600258273,9.064328404846157e-05,0.01240410274736068,34.0,13.0,13.0
floating_point,gaussian_elimination,java,0.0478578113,0.8833496999999999,17.5629409,0.0094789718386699,0.4390914037122693,6.044544389916331,10,0.0029975140886791,0.1388528936731284,1.911452769012852,19.806530180100356,49.70753980131191,amd,0.0422751832545116,23.65453968536683,0.03693854394329489,0.012256087084203886,0.0008911955137664471,0.02459731551374939,43.0,15.0,15.0
floating_point,gaussian_elimination,rust,0.0067479777,0.51946,76.5703483,0.0004822024079045,0.1347271923522164,18.124159618460084,10,0.0001524857902195,0.0426044790592622,5.7313625070782175,7.145880282095515,25.936009000157163,amd,0.0035053044960420003,285.28192090848194,0.02162487477943874,0.0012641637348209873,7.367103424876247e-05,0.011444519257129864,31.0,11.0,11.0
floating_point,matrix_multiplication,c,0.0310081227,1.0149669,32.271104300000005,0.0042978029101104,0.2268878260102457,5.056964654797735,10,0.0013590846130449,0.071748230355637,1.5991526356127976,13.86024865707363,22.35420938458641,amd,0.03147221817163863,31.77405528095747,0.04247742634934565,0.007750827166241804,0.0006633978344999344,0.025114126757793728,44.0,14.0,14.0
floating_point,matrix_multiplication,cpp,0.0066471067999999,0.5219197,78.7537933,0.0005904448794969,0.0995245075011398,14.871130684306234,10,0.0001867150651994,0.0314724126710114,4.70266443444261,8.882734959169884,19.068931006271622,amd,0.0034692559869239077,288.2462417789677,0.021728387003176693,0.0012371929323659668,7.291089417100379e-05,0.01148278996777133,32.0,11.0,11.0
floating_point,matrix_multiplication,go,0.0063969971,0.4337392,67.1479406,0.0005025513544463,0.1070580416065146,13.079785553728922,10,0.0001589206921253,0.0338547253313658,4.136191365635006,7.856050996902384,24.682583821456447,amd,0.00277462840455632,360.4086220547093,0.018017463050936725,0.001170318746542552,5.8263568181890854e-05,0.009593890898739639,25.0,8.0,8.0
floating_point,matrix_multiplication,java,0.0546201319,0.954592,17.0113317,0.0086804705809218,0.3611292948928096,4.710750708991792,10,0.0027450058197798,0.114199110167189,1.48967017296671,15.89243796923511,37.83074809895846,amd,0.0521399409506848,19.179154823858045,0.03993665302050205,0.014064192425188601,0.0010992095999433423,0.027000422722845325,47.0,15.0,15.0
floating_point,matrix_multiplication,rust,0.0061401716,0.4925495,80.0535433,0.0009975585758138,0.148980899236744,19.85803766181625,10,0.0003154557199005,0.0471118969448152,6.279662887274385,16.24642828897295,30.24688873641006,amd,0.0030243384514941998,330.6508236556466,0.020492392892663844,0.001101648894029042,6.352910118561813e-05,0.010797020893346443,30.0,10.0,10.0
