category,algorithm,language,run,status,time_s,energy_j,dynamic_energy_j,power_w,idle_power_w,domain,energy_path,exit_code
string_and_text_processing,longest_common_subsequence,cpp,4,OK,0.010687036,0.02890069,0.001368748,2.704276,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,longest_common_subsequence,cpp,5,OK,0.010590868,0.029751692,0.002467498,2.809184,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,longest_common_subsequence,cpp,6,OK,0.010538886,0.028629542,0.001479264,2.716562,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,longest_common_subsequence,cpp,7,OK,0.010585073,0.029249579,0.001980314,2.763286,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,longest_common_subsequence,cpp,8,OK,0.010574906,0.028907378,0.001664305,2.733583,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,longest_common_subsequence,cpp,9,OK,0.010524035,0.028511463,0.001399444,2.709176,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,longest_common_subsequence,cpp,10,OK,0.010580054,0.028643571,0.001387236,2.707318,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,1,OK,0.251498081,0.628790472,0.0,2.50018,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,2,OK,0.254269289,0.63805776,0.0,2.509378,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,3,OK,0.25201323,0.63832494,0.0,2.532902,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,4,OK,0.251886026,0.719174906,0.070266126,2.85516,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,5,OK,0.252402675,0.627944033,0.0,2.487866,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,6,OK,0.251660452,0.65646925,0.008141594,2.608552,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,7,OK,0.251892045,0.658166331,0.009242045,2.61289,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,8,OK,0.254510234,0.6371511,0.0,2.50344,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,9,OK,0.251863897,0.659233979,0.010382208,2.617421,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,rust,10,OK,0.253350381,0.641163183,0.0,2.530737,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,1,OK,0.199872908,0.500541024,0.0,2.504297,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,2,OK,0.201291743,0.512974193,0.0,2.548412,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,3,OK,0.200612131,0.520844762,0.00402779,2.596278,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,4,OK,0.20105539,0.503042194,0.0,2.502008,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,5,OK,0.20209817,0.530929374,0.010284068,2.627086,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,6,OK,0.200823113,0.503027658,0.0,2.50483,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,7,OK,0.200183389,0.500744334,0.0,2.501428,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,8,OK,0.200336223,0.502049386,0.0,2.506034,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,9,OK,0.200629853,0.502271019,0.0,2.503471,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,go,10,OK,0.201633447,0.526596798,0.007148712,2.611654,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,1,OK,0.054022307,0.135520602,0.0,2.508604,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,2,OK,0.054046548,0.134870999,0.0,2.49546,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,3,OK,0.054038734,0.139928654,0.000714067,2.589414,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,4,OK,0.054094215,0.142616774,0.003259257,2.636451,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,5,OK,0.054078807,0.134931761,0.0,2.495095,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,6,OK,0.054034585,0.136125277,0.0,2.519225,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,7,OK,0.054058419,0.134562973,0.0,2.489214,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,8,OK,0.054018363,0.140154181,0.000992074,2.594565,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,9,OK,0.054107029,0.136140454,0.0,2.516132,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,c,10,OK,0.05399516,0.134520302,0.0,2.49134,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,1,OK,0.166389132,0.43171266,0.003060978,2.594597,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
